Età,Anno,Totale maschi,Totale femmine,Totale,Totale maschi -1,Totale femmine -1,Totale -1,Totale maschi -2,Totale femmine -2,Totale -2,Totale maschi -3,Totale femmine -3,Totale -3,Totale maschi -4,Totale femmine -4,Totale -4,Totale maschi -5,Totale femmine -5,Totale -5
16,2010,296991,279655,576646,304613,288086,592699,301159,284263,585422,300870,284947,585817,294591,279275,573866,295661,278906,574567
17,2010,307701,290241,597942,304083,286492,590575,303591,287081,590672,296764,280948,577712,298336,281105,579441,285199,269013,554212
18,2010,308168,288974,597142,307832,290183,598015,300965,283930,584895,301680,283555,585235,288892,271940,560832,290868,275284,566152
19,2010,311855,294029,605884,305747,288569,594316,306687,288143,594830,291544,274802,566346,292517,277242,569759,299618,285877,585495
20,2010,309326,293154,602480,311275,294037,605312,296922,281136,578058,293109,279226,572335,299972,287896,587868,305238,290718,595956
21,2010,314703,299503,614206,302270,288167,590437,298392,285748,584140,300411,290424,590835,305731,293343,599074,313582,298673,612255
22,2010,306044,294223,600267,303779,292740,596519,306272,298399,604671,306548,296571,603119,314109,301605,615714,325576,313648,639224
23,2010,307650,298617,606267,312198,305944,618142,312976,305284,618260,315034,305090,620124,326336,316881,643217,330791,320757,651548
24,2010,316142,312002,628144,319389,313318,632707,321290,313449,634739,327016,320268,647284,331410,324000,655410,340859,330586,671445
25,2010,323523,319476,642999,327373,321096,648469,333347,329088,662435,332003,327362,659365,341988,334113,676101,354414,345460,699874
26,2010,331355,326861,658216,338931,336787,675718,338213,336031,674244,342606,337644,680250,356109,349992,706101,375540,366759,742299
27,2010,342322,341941,684263,343501,343127,686628,349221,346436,695657,356968,353846,710814,377710,371599,749309,390856,383265,774121
28,2010,346191,348499,694690,354598,354893,709491,363503,364074,727577,379164,376888,756052,393742,389662,783404,412893,407051,819944
29,2010,357640,358789,716429,368829,370944,739773,386180,385870,772050,395887,393743,789630,416459,411811,828270,437439,431387,868826
30,2010,371641,374959,746600,392519,393133,785652,403625,402587,806212,419203,415645,834848,441351,435936,877287,458047,450310,908357
31,2010,394633,396477,791110,408717,407674,816391,425683,422915,848598,442601,438260,880861,461266,453706,914972,457801,450376,908177
32,2010,410191,409155,819346,429624,425910,855534,447933,443171,891104,462439,454605,917044,459777,451659,911436,463228,453289,916517
33,2010,430306,427759,858065,450765,446335,897100,467245,460251,927496,460224,453181,913405,464904,455407,920311,468201,460369,928570
34,2010,449387,449988,899375,467613,466356,933969,462096,460656,922752,463331,459122,922453,467438,464536,931974,460899,457946,918845
35,2010,467616,469274,936890,463724,465006,928730,466632,465106,931738,467274,466619,933893,462075,460582,922657,474151,473035,947186
36,2010,465586,468143,933729,470520,469704,940224,472354,472826,945180,464434,462788,927222,477339,475700,953039,470096,467856,937952
37,2010,471824,472505,944329,475456,476920,952376,469273,468507,937780,478937,477430,956367,472784,470222,943006,473727,470176,943903
38,2010,476070,479630,955700,471977,472621,944598,482930,483137,966067,474035,472148,946183,475515,472746,948261,486243,482275,968518
39,2010,473009,475282,948291,485635,487118,972753,478400,478454,956854,476746,475018,951764,487387,484183,971570,485593,482353,967946
40,2010,486346,489586,975932,481082,482952,964034,480755,481438,962193,488108,485635,973743,486880,484224,971104,490976,488695,979671
41,2010,482058,486062,968120,483131,486025,969156,490373,489863,980236,487497,485734,973231,492378,490626,983004,460659,462906,923565
42,2010,483954,489262,973216,491825,493135,984960,489613,490036,979649,493251,492444,985695,461575,464407,925982,445520,449790,895310
43,2010,491911,495515,987426,491003,493334,984337,495533,496959,992492,462179,465487,927666,446377,450933,897310,438022,443048,881070
44,2010,491048,495552,986600,496971,500571,997542,463954,469596,933550,446767,451975,898742,438555,443897,882452,423870,430326,854196
45,2010,497244,503045,1000289,464929,472798,937727,448265,455810,904075,438494,444451,882945,424416,431069,855485,414488,419149,833637
46,2010,464886,474752,939638,448893,458766,907659,439688,448052,887740,424553,431844,856397,414955,420317,835272,395662,402090,797752
47,2010,448706,460538,909244,440118,450822,890940,425787,435261,861048,414912,421228,836140,395992,403259,799251,391635,398808,790443
48,2010,439708,452596,892304,426319,438019,864338,416045,424935,840980,396063,404105,800168,392042,399928,791970,386663,395331,781994
49,2010,425889,439569,865458,416395,427813,844208,396829,407729,804558,392193,400913,793106,386670,396119,782789,380393,390794,771187
50,2010,415954,429559,845513,397045,410535,807580,392965,404287,797252,386436,396592,783028,380353,391288,771641,375107,387726,762833
51,2010,396499,412359,808858,393165,407180,800345,386760,399249,786009,380016,391722,771738,374862,388098,762960,360983,370766,731749
52,2010,392751,409143,801894,386619,401415,788034,380077,394014,774091,374289,388358,762647,360499,370966,731465,357060,370502,727562
53,2010,385779,402734,788513,379743,395775,775518,374124,390083,764207,359774,371017,730791,356134,370252,726386,356991,372136,729127
54,2010,378780,396767,775547,373443,391588,765031,359231,372385,731616,355056,369884,724940,356039,371719,727758,371915,387512,759427
55,2010,372378,392427,764805,358474,373597,732071,354195,370517,724712,354803,371149,725952,370733,386857,757590,374437,388683,763120
56,2010,357278,374195,731473,353028,371103,724131,353747,371360,725107,369328,386128,755456,373156,388456,761612,391557,407521,799078
57,2010,351302,371019,722321,352273,371332,723605,367886,386054,753940,371721,388218,759939,390110,407359,797469,383681,399049,782730
58,2010,350622,371003,721625,366470,385951,752421,370235,388409,758644,388384,407054,795438,382254,398942,781196,384503,403179,787682
59,2010,364549,385444,749993,368587,388570,757157,386674,407058,793732,380597,398676,779273,382853,402724,785577,299134,315927,615061
60,2010,366604,388245,754849,384666,407209,791875,378750,398634,777384,380949,402187,783136,297257,315168,612425,306795,325806,632601
61,2010,382337,406834,789171,376669,398578,775247,378777,401801,780578,295240,314166,609406,304815,325030,629845,309907,333183,643090
62,2010,374164,398165,772329,376473,401281,777754,292974,313273,606247,302549,324137,626686,307286,332085,639371,307862,334179,642041
63,2010,373839,400469,774308,290749,312377,603126,300216,323161,623377,304824,331023,635847,305216,332775,637991,309759,339406,649165
64,2010,287995,311253,599248,297684,322370,620054,302014,329745,631759,302330,331289,633619,306656,337812,644468,340142,375270,715412
65,2010,294812,321074,615886,299221,328561,627782,299525,329688,629213,303552,336232,639784,336566,373404,709970,335224,370117,705341
66,2010,296051,327098,623149,296414,328237,624651,300281,334244,634525,332664,371203,703867,331291,368160,699451,323834,361028,684862
67,2010,292785,326368,619153,296493,332433,628926,328524,368827,697351,326901,366025,692926,319595,358951,678546,297531,336316,633847
68,2010,292233,330172,622405,324201,366469,690670,322183,363578,685761,314914,356823,671737,293170,334367,627537,279574,323362,602936
69,2010,319144,363683,682827,317252,361096,678348,309955,354476,664431,288608,332305,620913,274546,320704,595250,284005,332101,616106
70,2010,311724,358198,669922,304583,352068,656651,283630,329875,613505,269358,317682,587040,278203,328968,607171,272377,324361,596738
71,2010,298766,349080,647846,278351,327317,605668,263806,314379,578185,272415,325689,598104,266279,321104,587383,262821,318004,580825
72,2010,272553,323938,596491,257907,311009,568916,266016,321952,587968,259950,317518,577468,255973,314310,570283,249060,311399,560459
73,2010,251240,306987,558227,259341,318016,577357,253261,313658,566919,248837,310132,558969,241826,306840,548666,245250,313627,558877
74,2010,252049,313406,565455,246093,309203,555296,241432,305605,547037,234543,302067,536610,237340,308467,545807,246467,324117,570584
75,2010,238282,304193,542475,233671,300445,534116,226560,296773,523333,229293,302897,532190,237669,317998,555667,218297,294109,512406
76,2010,225328,294627,519955,218239,291121,509360,220503,296747,517250,228663,311500,540163,209551,288040,497591,206827,287957,494784
77,2010,209318,284433,493751,211311,289745,501056,219222,304305,523527,200616,281460,482076,197589,281336,478925,196987,280532,477519
78,2010,201448,282067,483515,209334,296385,505719,191462,274199,465661,188203,274293,462496,187874,273248,461122,180024,269595,449619
79,2010,198693,287443,486136,181457,266101,447558,178378,266285,444663,178794,265384,444178,170586,261379,431965,167624,260379,428003
80,2010,171202,257051,428253,167825,257247,425072,168826,256626,425452,160877,252818,413695,157199,251114,408313,153267,247719,400986
81,2010,156783,247272,404055,157723,246769,404492,150518,242848,393366,147084,241154,388238,142361,237869,380230,136382,239120,375502
82,2010,146611,235851,382462,139637,231758,371395,136173,230169,366342,129904,227369,357273,124189,228040,352229,122668,227127,349795
83,2010,125872,219844,345716,122388,217665,340053,117044,215473,332517,113418,215783,329201,111451,215469,326920,108680,211874,320554
84,2010,110219,204448,314667,105589,202168,307757,102624,202735,305359,100431,202869,303300,98080,198579,296659,92784,194478,287262
85,2010,95379,188080,283459,92900,188729,281629,90132,189124,279256,88176,184893,273069,82922,179652,262574,56943,116046,172989
86,2010,83358,173747,257105,79806,174564,254370,78360,169886,248246,73670,164603,238273,50186,106521,156707,37860,80679,118539
87,2010,70011,158391,228402,68713,153863,222576,64516,148854,213370,43676,97199,140875,32713,73163,105876,34425,75875,110300
88,2010,59444,136290,195734,55639,132046,187685,37613,87179,124792,27997,65858,93855,29349,67976,97325,36736,84009,120745
89,2010,47648,117639,165287,31743,76933,108676,23577,58362,81939,24918,60276,85194,30671,73887,104558,38602,90145,128747
90,2010,26278,66724,93002,19486,50723,70209,20626,52648,73274,25460,64430,89890,31493,77438,108931,32179,77023,109202
91,2010,15826,43240,59066,16651,44873,61524,20518,55188,75706,25690,66167,91857,25952,65223,91175,26330,65662,91992
92,2010,13105,37600,50705,16225,46367,62592,20285,55527,75812,20481,55024,75505,20568,54320,74888,20232,55571,75803
93,2010,12546,37960,50506,15640,45585,61225,15939,45437,61376,15945,44855,60800,15515,45028,60543,14184,42065,56249
94,2010,11813,37162,48975,11878,36675,48553,12071,36006,48077,11716,36080,47796,10572,33072,43644,10680,32529,43209
95,2010,8798,29293,38091,8808,28132,36940,8642,28062,36704,7690,25859,33549,7635,24872,32507,6613,22377,28990
96,2010,6281,21805,28086,6057,21233,27290,5502,19552,25054,5490,18856,24346,4583,16539,21122,4264,15791,20055
97,2010,4264,15939,20203,3764,14415,18179,3779,13780,17559,3218,12138,15356,2831,11240,14071,2483,10275,12758
98,2010,2539,10438,12977,2499,9850,12349,2136,8735,10871,1869,8019,9888,1647,7078,8725,1668,6837,8505
99,2010,1616,6931,8547,1413,6056,7469,1196,5447,6643,1048,4897,5945,1062,4620,5682,1005,4406,5411
100,2010,1951,9346,11297,1811,8347,10158,1701,7874,9575,1649,7473,9122,1544,6994,8538,1479,6616,8095
0,2011,284926,268292,553218,289377,272945,562322,293072,277719,570791,288756,271944,560700,286772,270112,556884,284192,266935,551127
1,2011,288996,272698,561694,292642,277321,569963,289814,273207,563021,288524,271504,560028,285122,267748,552870,287042,272025,559067
2,2011,292330,276734,569064,290510,273807,564317,289944,272696,562640,286884,269262,556146,287756,272591,560347,281879,266608,548487
3,2011,291096,274123,565219,290910,273626,564536,288619,270574,559193,289244,273756,563000,283181,267627,550808,279355,264413,543768
4,2011,291559,274004,565563,289723,271176,560899,290529,274598,565127,285321,269433,554754,280469,265313,545782,277441,262690,540131
5,2011,290356,271708,562064,291180,275231,566411,287063,270900,557963,282742,267184,549926,279460,264439,543899,281795,265491,547286
6,2011,291568,275384,566952,288196,271852,560048,284550,268736,553286,282598,267034,549632,284001,267379,551380,278094,263408,541502
7,2011,289164,272571,561735,285727,269760,555487,285368,269411,554779,287279,270292,557571,279757,264807,544564,276553,260177,536730
8,2011,286656,270536,557192,287562,271143,558705,290042,272701,562743,282488,267348,549836,278803,262072,540875,275112,259534,534646
9,2011,289425,272627,562052,292548,274644,567192,285047,269448,554495,281966,265015,546981,277410,261546,538956,277046,261330,538376
10,2011,294729,276367,571096,287074,271122,558196,285051,267642,552693,280671,264459,545130,279129,263197,542326,276727,260691,537418
11,2011,288823,272376,561199,287660,269801,557461,283706,267301,551007,282171,265753,547924,278806,262371,541177,279200,263731,542931
12,2011,289857,271634,561491,286343,269437,555780,285188,268183,553371,281692,264971,546663,281462,265673,547135,286021,270519,556540
13,2011,288632,271318,559950,287533,270100,557633,284612,267326,551938,284599,268422,553021,288104,272356,560460,296917,281367,578284
14,2011,289631,271761,561392,287118,269237,556355,287739,270945,558684,291052,274967,566019,298835,283180,582015,297319,280850,578169
15,2011,289271,270967,560238,290499,273040,563539,294126,277490,571616,301582,285630,587212,298832,282180,581012,299218,283513,582731
16,2011,293035,274888,567923,296991,279655,576646,304613,288086,592699,301159,284263,585422,300870,284947,585817,294591,279275,573866
17,2011,299729,281501,581230,307701,290241,597942,304083,286492,590575,303591,287081,590672,296764,280948,577712,298336,281105,579441
18,2011,311417,292707,604124,308168,288974,597142,307832,290183,598015,300965,283930,584895,301680,283555,585235,288892,271940,560832
19,2011,311455,292408,603863,311855,294029,605884,305747,288569,594316,306687,288143,594830,291544,274802,566346,292517,277242,569759
20,2011,314447,298129,612576,309326,293154,602480,311275,294037,605312,296922,281136,578058,293109,279226,572335,299972,287896,587868
21,2011,312378,298164,610542,314703,299503,614206,302270,288167,590437,298392,285748,584140,300411,290424,590835,305731,293343,599074
22,2011,318409,305411,623820,306044,294223,600267,303779,292740,596519,306272,298399,604671,306548,296571,603119,314109,301605,615714
23,2011,310614,300985,611599,307650,298617,606267,312198,305944,618142,312976,305284,618260,315034,305090,620124,326336,316881,643217
24,2011,311672,304822,616494,316142,312002,628144,319389,313318,632707,321290,313449,634739,327016,320268,647284,331410,324000,655410
25,2011,320881,318319,639200,323523,319476,642999,327373,321096,648469,333347,329088,662435,332003,327362,659365,341988,334113,676101
26,2011,328163,325924,654087,331355,326861,658216,338931,336787,675718,338213,336031,674244,342606,337644,680250,356109,349992,706101
