Età,Anno,Totale maschi,Totale femmine,Totale,Totale maschi -1,Totale femmine -1,Totale -1,Totale maschi -2,Totale femmine -2,Totale -2,Totale maschi -3,Totale femmine -3,Totale -3,Totale maschi -4,Totale femmine -4,Totale -4,Totale maschi -5,Totale femmine -5,Totale -5
67,2012,288280,317979,606259,292293,325189,617482,292785,326368,619153,296493,332433,628926,328524,368827,697351,326901,366025,692926
68,2012,288316,323143,611459,288700,324140,612840,292233,330172,622405,324201,366469,690670,322183,363578,685761,314914,356823,671737
69,2012,284304,321761,606065,287713,327531,615244,319144,363683,682827,317252,361096,678348,309955,354476,664431,288608,332305,620913
70,2012,282976,324795,607771,313720,360445,674165,311724,358198,669922,304583,352068,656651,283630,329875,613505,269358,317682,587040
71,2012,307960,357098,665058,305753,354816,660569,298766,349080,647846,278351,327317,605668,263806,314379,578185,272415,325689,598104
72,2012,299524,351158,650682,292447,345690,638137,272553,323938,596491,257907,311009,568916,266016,321952,587968,259950,317518,577468
73,2012,285869,341772,627641,266317,320479,586796,251240,306987,558227,259341,318016,577357,253261,313658,566919,248837,310132,558969
74,2012,259553,316296,575849,244233,302571,546804,252049,313406,565455,246093,309203,555296,241432,305605,547037,234543,302067,536610
75,2012,237140,297983,535123,244366,308260,552626,238282,304193,542475,233671,300445,534116,226560,296773,523333,229293,302897,532190
76,2012,236452,302676,539128,230152,298435,528587,225328,294627,519955,218239,291121,509360,220503,296747,517250,228663,311500,540163
77,2012,221687,292181,513868,216719,288418,505137,209318,284433,493751,211311,289745,501056,219222,304305,523527,200616,281460,482076
78,2012,207810,281554,489364,200162,277061,477223,201448,282067,483515,209334,296385,505719,191462,274199,465661,188203,274293,462496
79,2012,190524,269405,459929,191492,273713,465205,198693,287443,486136,181457,266101,447558,178378,266285,444663,178794,265384,444178
80,2012,181207,264941,446148,187170,277831,465001,171202,257051,428253,167825,257247,425072,168826,256626,425452,160877,252818,413695
81,2012,174754,267765,442519,160301,247053,407354,156783,247272,404055,157723,246769,404492,150518,242848,393366,147084,241154,388238
82,2012,149547,236652,386199,144963,236524,381487,146611,235851,382462,139637,231758,371395,136173,230169,366342,129904,227369,357273
83,2012,133558,225044,358602,132849,224073,356922,125872,219844,345716,122388,217665,340053,117044,215473,332517,113418,215783,329201
84,2012,117944,211647,329591,113902,206958,320860,110219,204448,314667,105589,202168,307757,102624,202735,305359,100431,202869,303300
85,2012,102648,193449,296097,99666,190600,290266,95379,188080,283459,92900,188729,281629,90132,189124,279256,88176,184893,273069
86,2012,89057,176259,265316,85790,173739,259529,83358,173747,257105,79806,174564,254370,78360,169886,248246,73670,164603,238273
87,2012,75568,158729,234297,74388,158557,232945,70011,158391,228402,68713,153863,222576,64516,148854,213370,43676,97199,140875
88,2012,64787,142577,207364,60837,140742,201579,59444,136290,195734,55639,132046,187685,37613,87179,124792,27997,65858,93855
89,2012,51941,122092,174033,50638,121334,171972,47648,117639,165287,31743,76933,108676,23577,58362,81939,24918,60276,85194
90,2012,42398,105576,147974,40285,102945,143230,26278,66724,93002,19486,50723,70209,20626,52648,73274,25460,64430,89890
91,2012,33288,88526,121814,21452,57204,78656,15826,43240,59066,16651,44873,61524,20518,55188,75706,25690,66167,91857
92,2012,17333,48310,65643,12581,36323,48904,13105,37600,50705,16225,46367,62592,20285,55527,75812,20481,55024,75505
93,2012,9992,30023,40015,10234,31168,41402,12546,37960,50506,15640,45585,61225,15939,45437,61376,15945,44855,60800
94,2012,7914,25347,33261,9555,30787,40342,11813,37162,48975,11878,36675,48553,12071,36006,48077,11716,36080,47796
95,2012,7250,24478,31728,8855,29881,38736,8798,29293,38091,8808,28132,36940,8642,28062,36704,7690,25859,33549
96,2012,6605,23467,30072,6392,23388,29780,6281,21805,28086,6057,21233,27290,5502,19552,25054,5490,18856,24346
97,2012,4745,18051,22796,4411,16894,21305,4264,15939,20203,3764,14415,18179,3779,13780,17559,3218,12138,15356
98,2012,3132,12634,15766,2955,11785,14740,2539,10438,12977,2499,9850,12349,2136,8735,10871,1869,8019,9888
99,2012,2066,8725,10791,1678,7529,9207,1616,6931,8547,1413,6056,7469,1196,5447,6643,1048,4897,5945
100,2012,2543,12892,15435,2136,10970,13106,1951,9346,11297,1811,8347,10158,1701,7874,9575,1649,7473,9122
0,2013,274396,259651,534047,276371,260976,537347,284926,268292,553218,289377,272945,562322,293072,277719,570791,288756,271944,560700
1,2013,277263,261900,539163,284199,267521,551720,288996,272698,561694,292642,277321,569963,289814,273207,563021,288524,271504,560028
2,2013,285627,268849,554476,288638,272305,560943,292330,276734,569064,290510,273807,564317,289944,272696,562640,286884,269262,556146
3,2013,289965,273553,563518,291941,276194,568135,291096,274123,565219,290910,273626,564536,288619,270574,559193,289244,273756,563000
4,2013,293142,277391,570533,291391,274233,565624,291559,274004,565563,289723,271176,560899,290529,274598,565127,285321,269433,554754
5,2013,292645,275414,568059,292085,274353,566438,290356,271708,562064,291180,275231,566411,287063,270900,557963,282742,267184,549926
6,2013,293208,275361,568569,290933,272236,563169,291568,275384,566952,288196,271852,560048,284550,268736,553286,282598,267034,549632
7,2013,291830,273164,564994,292059,275749,567808,289164,272571,561735,285727,269760,555487,285368,269411,554779,287279,270292,557571
8,2013,293038,276683,569721,289936,273229,563165,286656,270536,557192,287562,271143,558705,290042,272701,562743,282488,267348,549836
9,2013,290885,274304,565189,287599,271383,558982,289425,272627,562052,292548,274644,567192,285047,269448,554495,281966,265015,546981
10,2013,288628,272395,561023,290934,273859,564793,294729,276367,571096,287074,271122,558196,285051,267642,552693,280671,264459,545130
11,2013,291961,274898,566859,296458,277727,574185,288823,272376,561199,287660,269801,557461,283706,267301,551007,282171,265753,547924
12,2013,297654,278789,576443,290341,273613,563954,289857,271634,561491,286343,269437,555780,285188,268183,553371,281692,264971,546663
13,2013,291474,274647,566121,291614,273119,564733,288632,271318,559950,287533,270100,557633,284612,267326,551938,284599,268422,553021
14,2013,292462,274026,566488,290404,272846,563250,289631,271761,561392,287118,269237,556355,287739,270945,558684,291052,274967,566019
15,2013,291460,273751,565211,291412,273193,564605,289271,270967,560238,290499,273040,563539,294126,277490,571616,301582,285630,587212
16,2013,292705,274124,566829,291036,272355,563391,293035,274888,567923,296991,279655,576646,304613,288086,592699,301159,284263,585422
17,2013,292756,273509,566265,295328,276474,571802,299729,281501,581230,307701,290241,597942,304083,286492,590575,303591,287081,590672
18,2013,297615,278194,575809,302650,283674,586324,311417,292707,604124,308168,288974,597142,307832,290183,598015,300965,283930,584895
19,2013,304931,286467,591398,314313,295815,610128,311455,292408,603863,311855,294029,605884,305747,288569,594316,306687,288143,594830
20,2013,316728,299047,615775,313724,295950,609674,314447,298129,612576,309326,293154,602480,311275,294037,605312,296922,281136,578058
21,2013,316248,299672,615920,316870,301848,618718,312378,298164,610542,314703,299503,614206,302270,288167,590437,298392,285748,584140
22,2013,319945,306046,625991,315265,302850,618115,318409,305411,623820,306044,294223,600267,303779,292740,596519,306272,298399,604671
23,2013,318710,307613,626323,321878,310649,632527,310614,300985,611599,307650,298617,606267,312198,305944,618142,312976,305284,618260
24,2013,325955,315750,641705,314270,306373,620643,311672,304822,616494,316142,312002,628144,319389,313318,632707,321290,313449,634739
25,2013,318445,311340,629785,315208,310013,625221,320881,318319,639200,323523,319476,642999,327373,321096,648469,333347,329088,662435
26,2013,319702,314871,634573,324679,323551,648230,328163,325924,654087,331355,326861,658216,338931,336787,675718,338213,336031,674244
27,2013,329253,328049,657302,332068,330562,662630,335702,332502,668204,342322,341941,684263,343501,343127,686628,349221,346436,695657
28,2013,336685,334549,671234,339719,337857,677576,346365,347581,693946,346191,348499,694690,354598,354893,709491,363503,364074,727577
29,2013,344069,341492,685561,349950,351057,701007,349372,352563,701935,357640,358789,716429,368829,370944,739773,386180,385870,772050
30,2013,354403,354538,708941,353336,355580,708916,361153,362433,723586,371641,374959,746600,392519,393133,785652,403625,402587,806212
31,2013,357437,358875,716312,363126,364182,727308,373974,377856,751830,394633,396477,791110,408717,407674,816391,425683,422915,848598
32,2013,367257,367062,734319,375143,378094,753237,396521,398293,794814,410191,409155,819346,429624,425910,855534,447933,443171,891104
33,2013,379047,380746,759793,396956,398956,795912,411439,411244,822683,430306,427759,858065,450765,446335,897100,467245,460251,927496
34,2013,400364,401537,801901,410140,414062,824202,430001,431702,861703,449387,449988,899375,467613,466356,933969,462096,460656,922752
35,2013,413265,416407,829672,429620,432952,862572,449630,452898,902528,467616,469274,936890,463724,465006,928730,466632,465106,931738
36,2013,432642,434977,867619,451155,454385,905540,469717,472411,942128,465586,468143,933729,470520,469704,940224,472354,472826,945180
37,2013,453647,456409,910056,470442,473688,944130,467035,471097,938132,471824,472505,944329,475456,476920,952376,469273,468507,937780
38,2013,472710,475622,948332,467274,472566,939840,472523,475467,947990,476070,479630,955700,471977,472621,944598,482930,483137,966067
39,2013,469243,474352,943595,472647,476752,949399,476753,482354,959107,473009,475282,948291,485635,487118,972753,478400,478454,956854
40,2013,474635,478572,953207,476599,483711,960310,473709,478147,951856,486346,489586,975932,481082,482952,964034,480755,481438,962193
41,2013,478236,485550,963786,473604,479402,953006,486811,492373,979184,482058,486062,968120,483131,486025,969156,490373,489863,980236
42,2013,475248,481085,956333,486491,493757,980248,482861,489361,972222,483954,489262,973216,491825,493135,984960,489613,490036,979649
43,2013,487731,495378,983109,482755,491145,973900,484452,492624,977076,491911,495515,987426,491003,493334,984337,495533,496959,992492
44,2013,484038,492747,976785,484173,494596,978769,491850,498202,990052,491048,495552,986600,496971,500571,997542,463954,469596,933550
45,2013,485085,496062,981147,491314,499410,990724,491111,498246,989357,497244,503045,1000289,464929,472798,937727,448265,455810,904075
46,2013,491914,500496,992410,490521,499519,990040,497280,505896,1003176,464886,474752,939638,448893,458766,907659,439688,448052,887740
47,2013,490987,500493,991480,496739,507206,1003945,464579,477191,941770,448706,460538,909244,440118,450822,890940,425787,435261,861048
48,2013,496794,508165,1004959,463790,478411,942201,448104,462956,911060,439708,452596,892304,426319,438019,864338,416045,424935,840980
49,2013,463707,479248,942955,447093,464036,911129,438935,454693,893628,425889,439569,865458,416395,427813,844208,396829,407729,804558
50,2013,446959,464796,911755,438002,455521,893523,425185,441620,866805,415954,429559,845513,397045,410535,807580,392965,404287,797252
51,2013,437670,456235,893905,424271,442372,866643,415185,431636,846821,396499,412359,808858,393165,407180,800345,386760,399249,786009
52,2013,423741,443104,866845,414236,432383,846619,395693,414395,810088,392751,409143,801894,386619,401415,788034,380077,394014,774091
53,2013,413569,432864,846433,394705,415177,809882,392077,411259,803336,385779,402734,788513,379743,395775,775518,374124,390083,764207
54,2013,393806,415553,809359,391094,411933,803027,384671,404190,788861,378780,396767,775547,373443,391588,765031,359231,372385,731616
55,2013,389887,412280,802167,383438,404472,787910,377585,397845,775430,372378,392427,764805,358474,373597,732071,354195,370517,724712
56,2013,382250,404470,786720,376209,398011,774220,371033,393238,764271,357278,374195,731473,353028,371103,724131,353747,371360,725107
57,2013,374687,397821,772508,369584,393072,762656,355720,374737,730457,351302,371019,722321,352273,371332,723605,367886,386054,753940
58,2013,367904,392716,760620,353981,374446,728427,349470,371063,720533,350622,371003,721625,366470,385951,752421,370235,388409,758644
59,2013,352155,373954,726109,347559,370375,717934,348773,370683,719456,364549,385444,749993,368587,388570,757157,386674,407058,793732
60,2013,345464,369650,715114,346670,369855,716525,362209,384880,747089,366604,388245,754849,384666,407209,791875,378750,398634,777384
61,2013,344333,368874,713207,359837,383904,743741,364116,387857,751973,382337,406834,789171,376669,398578,775247,378777,401801,780578
62,2013,357018,382561,739579,361558,386823,748381,379688,406334,786022,374164,398165,772329,376473,401281,777754,292974,313273,606247
63,2013,358507,385196,743703,376695,405061,781756,371553,397477,769030,373839,400469,774308,290749,312377,603126,300216,323161,623377
64,2013,373061,403174,776235,368344,396227,764571,370853,399412,770265,287995,311253,599248,297684,322370,620054,302014,329745,631759
65,2013,364463,394031,758494,367416,397814,765230,285002,309954,594956,294812,321074,615886,299221,328561,627782,299525,329688,629213
66,2013,363027,395395,758422,281885,308433,590318,291815,319607,611422,296051,327098,623149,296414,328237,624651,300281,334244,634525
67,2013,278120,306228,584348,288280,317979,606259,292293,325189,617482,292785,326368,619153,296493,332433,628926,328524,368827,697351
68,2013,283968,315606,599574,288316,323143,611459,288700,324140,612840,292233,330172,622405,324201,366469,690670,322183,363578,685761
69,2013,283581,320373,603954,284304,321761,606065,287713,327531,615244,319144,363683,682827,317252,361096,678348,309955,354476,664431
70,2013,279070,318785,597855,282976,324795,607771,313720,360445,674165,311724,358198,669922,304583,352068,656651,283630,329875,613505
71,2013,277329,321350,598679,307960,357098,665058,305753,354816,660569,298766,349080,647846,278351,327317,605668,263806,314379,578185
72,2013,301397,352887,654284,299524,351158,650682,292447,345690,638137,272553,323938,596491,257907,311009,568916,266016,321952,587968
73,2013,292337,346553,638890,285869,341772,627641,266317,320479,586796,251240,306987,558227,259341,318016,577357,253261,313658,566919
74,2013,278178,336737,614915,259553,316296,575849,244233,302571,546804,252049,313406,565455,246093,309203,555296,241432,305605,547037
75,2013,251820,311125,562945,237140,297983,535123,244366,308260,552626,238282,304193,542475,233671,300445,534116,226560,296773,523333
76,2013,229025,292442,521467,236452,302676,539128,230152,298435,528587,225328,294627,519955,218239,291121,509360,220503,296747,517250
77,2013,227563,296314,523877,221687,292181,513868,216719,288418,505137,209318,284433,493751,211311,289745,501056,219222,304305,523527
78,2013,212174,285070,497244,207810,281554,489364,200162,277061,477223,201448,282067,483515,209334,296385,505719,191462,274199,465661
79,2013,197850,273683,471533,190524,269405,459929,191492,273713,465205,198693,287443,486136,181457,266101,447558,178378,266285,444663
80,2013,180034,260768,440802,181207,264941,446148,187170,277831,465001,171202,257051,428253,167825,257247,425072,168826,256626,425452
81,2013,170235,255072,425307,174754,267765,442519,160301,247053,407354,156783,247272,404055,157723,246769,404492,150518,242848,393366
82,2013,162554,256292,418846,149547,236652,386199,144963,236524,381487,146611,235851,382462,139637,231758,371395,136173,230169,366342
83,2013,137790,225089,362879,133558,225044,358602,132849,224073,356922,125872,219844,345716,122388,217665,340053,117044,215473,332517
84,2013,121692,212333,334025,117944,211647,329591,113902,206958,320860,110219,204448,314667,105589,202168,307757,102624,202735,305359
85,2013,106086,197679,303765,102648,193449,296097,99666,190600,290266,95379,188080,283459,92900,188729,281629,90132,189124,279256
86,2013,91117,178928,270045,89057,176259,265316,85790,173739,259529,83358,173747,257105,79806,174564,254370,78360,169886,248246
87,2013,77842,160835,238677,75568,158729,234297,74388,158557,232945,70011,158391,228402,68713,153863,222576,64516,148854,213370
88,2013,64975,142792,207767,64787,142577,207364,60837,140742,201579,59444,136290,195734,55639,132046,187685,37613,87179,124792
89,2013,54651,126324,180975,51941,122092,174033,50638,121334,171972,47648,117639,165287,31743,76933,108676,23577,58362,81939
90,2013,43102,106197,149299,42398,105576,147974,40285,102945,143230,26278,66724,93002,19486,50723,70209,20626,52648,73274
91,2013,34376,90055,124431,33288,88526,121814,21452,57204,78656,15826,43240,59066,16651,44873,61524,20518,55188,75706
92,2013,26385,73811,100196,17333,48310,65643,12581,36323,48904,13105,37600,50705,16225,46367,62592,20285,55527,75812
93,2013,13408,39462,52870,9992,30023,40015,10234,31168,41402,12546,37960,50506,15640,45585,61225,15939,45437,61376
94,2013,7537,23847,31384,7914,25347,33261,9555,30787,40342,11813,37162,48975,11878,36675,48553,12071,36006,48077
95,2013,5820,19690,25510,7250,24478,31728,8855,29881,38736,8798,29293,38091,8808,28132,36940,8642,28062,36704
96,2013,5138,18384,23522,6605,23467,30072,6392,23388,29780,6281,21805,28086,6057,21233,27290,5502,19552,25054
97,2013,4490,17149,21639,4745,18051,22796,4411,16894,21305,4264,15939,20203,3764,14415,18179,3779,13780,17559
98,2013,3169,12956,16125,3132,12634,15766,2955,11785,14740,2539,10438,12977,2499,9850,12349,2136,8735,10871
99,2013,2058,8647,10705,2066,8725,10791,1678,7529,9207,1616,6931,8547,1413,6056,7469,1196,5447,6643
100,2013,2752,13453,16205,2543,12892,15435,2136,10970,13106,1951,9346,11297,1811,8347,10158,1701,7874,9575
0,2014,263091,249049,512140,274396,259651,534047,276371,260976,537347,284926,268292,553218,289377,272945,562322,293072,277719,570791
1,2014,274308,259608,533916,277263,261900,539163,284199,267521,551720,288996,272698,561694,292642,277321,569963,289814,273207,563021
2,2014,277877,262572,540449,285627,268849,554476,288638,272305,560943,292330,276734,569064,290510,273807,564317,289944,272696,562640
3,2014,286447,269587,556034,289965,273553,563518,291941,276194,568135,291096,274123,565219,290910,273626,564536,288619,270574,559193
4,2014,290759,274306,565065,293142,277391,570533,291391,274233,565624,291559,274004,565563,289723,271176,560899,290529,274598,565127
5,2014,293794,277866,571660,292645,275414,568059,292085,274353,566438,290356,271708,562064,291180,275231,566411,287063,270900,557963
6,2014,293185,276012,569197,293208,275361,568569,290933,272236,563169,291568,275384,566952,288196,271852,560048,284550,268736,553286
7,2014,293710,275776,569486,291830,273164,564994,292059,275749,567808,289164,272571,561735,285727,269760,555487,285368,269411,554779
8,2014,292144,273641,565785,293038,276683,569721,289936,273229,563165,286656,270536,557192,287562,271143,558705,290042,272701,562743
9,2014,293604,277238,570842,290885,274304,565189,287599,271383,558982,289425,272627,562052,292548,274644,567192,285047,269448,554495
10,2014,291367,274615,565982,288628,272395,561023,290934,273859,564793,294729,276367,571096,287074,271122,558196,285051,267642,552693
11,2014,289073,272872,561945,291961,274898,566859,296458,277727,574185,288823,272376,561199,287660,269801,557461,283706,267301,551007
12,2014,292448,275256,567704,297654,278789,576443,290341,273613,563954,289857,271634,561491,286343,269437,555780,285188,268183,553371
13,2014,298347,279321,577668,291474,274647,566121,291614,273119,564733,288632,271318,559950,287533,270100,557633,284612,267326,551938
14,2014,292206,275148,567354,292462,274026,566488,290404,272846,563250,289631,271761,561392,287118,269237,556355,287739,270945,558684
15,2014,293083,274494,567577,291460,273751,565211,291412,273193,564605,289271,270967,560238,290499,273040,563539,294126,277490,571616
16,2014,292208,274255,566463,292705,274124,566829,291036,272355,563391,293035,274888,567923,296991,279655,576646,304613,288086,592699
17,2014,293718,274593,568311,292756,273509,566265,295328,276474,571802,299729,281501,581230,307701,290241,597942,304083,286492,590575
18,2014,294502,274399,568901,297615,278194,575809,302650,283674,586324,311417,292707,604124,308168,288974,597142,307832,290183,598015
19,2014,299027,280140,579167,304931,286467,591398,314313,295815,610128,311455,292408,603863,311855,294029,605884,305747,288569,594316
20,2014,306062,288638,594700,316728,299047,615775,313724,295950,609674,314447,298129,612576,309326,293154,602480,311275,294037,605312
21,2014,318057,301664,619721,316248,299672,615920,316870,301848,618718,312378,298164,610542,314703,299503,614206,302270,288167,590437
22,2014,317846,302634,620480,319945,306046,625991,315265,302850,618115,318409,305411,623820,306044,294223,600267,303779,292740,596519
23,2014,322142,309559,631701,318710,307613,626323,321878,310649,632527,310614,300985,611599,307650,298617,606267,312198,305944,618142
24,2014,321559,311394,632953,325955,315750,641705,314270,306373,620643,311672,304822,616494,316142,312002,628144,319389,313318,632707
25,2014,328699,319720,648419,318445,311340,629785,315208,310013,625221,320881,318319,639200,323523,319476,642999,327373,321096,648469
26,2014,321492,315090,636582,319702,314871,634573,324679,323551,648230,328163,325924,654087,331355,326861,658216,338931,336787,675718
27,2014,322889,318142,641031,329253,328049,657302,332068,330562,662630,335702,332502,668204,342322,341941,684263,343501,343127,686628
28,2014,332483,330807,663290,336685,334549,671234,339719,337857,677576,346365,347581,693946,346191,348499,694690,354598,354893,709491
29,2014,339593,337225,676818,344069,341492,685561,349950,351057,701007,349372,352563,701935,357640,358789,716429,368829,370944,739773
30,2014,346790,343940,690730,354403,354538,708941,353336,355580,708916,361153,362433,723586,371641,374959,746600,392519,393133,785652
31,2014,357333,356746,714079,357437,358875,716312,363126,364182,727308,373974,377856,751830,394633,396477,791110,408717,407674,816391
32,2014,360006,360870,720876,367257,367062,734319,375143,378094,753237,396521,398293,794814,410191,409155,819346,429624,425910,855534
33,2014,369914,368913,738827,379047,380746,759793,396956,398956,795912,411439,411244,822683,430306,427759,858065,450765,446335,897100
34,2014,381638,382576,764214,400364,401537,801901,410140,414062,824202,430001,431702,861703,449387,449988,899375,467613,466356,933969
35,2014,402746,403282,806028,413265,416407,829672,429620,432952,862572,449630,452898,902528,467616,469274,936890,463724,465006,928730
36,2014,415455,417982,833437,432642,434977,867619,451155,454385,905540,469717,472411,942128,465586,468143,933729,470520,469704,940224
37,2014,434559,436474,871033,453647,456409,910056,470442,473688,944130,467035,471097,938132,471824,472505,944329,475456,476920,952376
38,2014,455256,457696,912952,472710,475622,948332,467274,472566,939840,472523,475467,947990,476070,479630,955700,471977,472621,944598
39,2014,474211,476954,951165,469243,474352,943595,472647,476752,949399,476753,482354,959107,473009,475282,948291,485635,487118,972753
40,2014,470309,475396,945705,474635,478572,953207,476599,483711,960310,473709,478147,951856,486346,489586,975932,481082,482952,964034
41,2014,475791,479722,955513,478236,485550,963786,473604,479402,953006,486811,492373,979184,482058,486062,968120,483131,486025,969156
42,2014,479048,486621,965669,475248,481085,956333,486491,493757,980248,482861,489361,972222,483954,489262,973216,491825,493135,984960
43,2014,475921,482175,958096,487731,495378,983109,482755,491145,973900,484452,492624,977076,491911,495515,987426,491003,493334,984337
44,2014,488216,496315,984531,484038,492747,976785,484173,494596,978769,491850,498202,990052,491048,495552,986600,496971,500571,997542
45,2014,484426,493857,978283,485085,496062,981147,491314,499410,990724,491111,498246,989357,497244,503045,1000289,464929,472798,937727
46,2014,485241,497040,982281,491914,500496,992410,490521,499519,990040,497280,505896,1003176,464886,474752,939638,448893,458766,907659
47,2014,491658,500972,992630,490987,500493,991480,496739,507206,1003945,464579,477191,941770,448706,460538,909244,440118,450822,890940
48,2014,490621,500749,991370,496794,508165,1004959,463790,478411,942201,448104,462956,911060,439708,452596,892304,426319,438019,864338
49,2014,496284,508508,1004792,463707,479248,942955,447093,464036,911129,438935,454693,893628,425889,439569,865458,416395,427813,844208
50,2014,463119,479485,942604,446959,464796,911755,438002,455521,893523,425185,441620,866805,415954,429559,845513,397045,410535,807580
51,2014,446108,464957,911065,437670,456235,893905,424271,442372,866643,415185,431636,846821,396499,412359,808858,393165,407180,800345
52,2014,436677,456328,893005,423741,443104,866845,414236,432383,846619,395693,414395,810088,392751,409143,801894,386619,401415,788034
53,2014,422531,443089,865620,413569,432864,846433,394705,415177,809882,392077,411259,803336,385779,402734,788513,379743,395775,775518
54,2014,412256,432943,845199,393806,415553,809359,391094,411933,803027,384671,404190,788861,378780,396767,775547,373443,391588,765031
55,2014,392437,415471,807908,389887,412280,802167,383438,404472,787910,377585,397845,775430,372378,392427,764805,358474,373597,732071
56,2014,388391,412007,800398,382250,404470,786720,376209,398011,774220,371033,393238,764271,357278,374195,731473,353028,371103,724131
57,2014,380475,403875,784350,374687,397821,772508,369584,393072,762656,355720,374737,730457,351302,371019,722321,352273,371332,723605
58,2014,372654,397037,769691,367904,392716,760620,353981,374446,728427,349470,371063,720533,350622,371003,721625,366470,385951,752421
59,2014,365765,391890,757655,352155,373954,726109,347559,370375,717934,348773,370683,719456,364549,385444,749993,368587,388570,757157
60,2014,349971,372885,722856,345464,369650,715114,346670,369855,716525,362209,384880,747089,366604,388245,754849,384666,407209,791875
61,2014,343019,368357,711376,344333,368874,713207,359837,383904,743741,364116,387857,751973,382337,406834,789171,376669,398578,775247
62,2014,341571,367457,709028,357018,382561,739579,361558,386823,748381,379688,406334,786022,374164,398165,772329,376473,401281,777754
63,2014,353753,380681,734434,358507,385196,743703,376695,405061,781756,371553,397477,769030,373839,400469,774308,290749,312377,603126
64,2014,355002,383108,738110,373061,403174,776235,368344,396227,764571,370853,399412,770265,287995,311253,599248,297684,322370,620054
65,2014,369118,400647,769765,364463,394031,758494,367416,397814,765230,285002,309954,594956,294812,321074,615886,299221,328561,627782
66,2014,360211,391258,751469,363027,395395,758422,281885,308433,590318,291815,319607,611422,296051,327098,623149,296414,328237,624651
67,2014,357958,392470,750428,278120,306228,584348,288280,317979,606259,292293,325189,617482,292785,326368,619153,296493,332433,628926
68,2014,273815,303629,577444,283968,315606,599574,288316,323143,611459,288700,324140,612840,292233,330172,622405,324201,366469,690670
69,2014,279245,312739,591984,283581,320373,603954,284304,321761,606065,287713,327531,615244,319144,363683,682827,317252,361096,678348
70,2014,278239,317047,595286,279070,318785,597855,282976,324795,607771,313720,360445,674165,311724,358198,669922,304583,352068,656651
71,2014,273468,315237,588705,277329,321350,598679,307960,357098,665058,305753,354816,660569,298766,349080,647846,278351,327317,605668
72,2014,271197,317400,588597,301397,352887,654284,299524,351158,650682,292447,345690,638137,272553,323938,596491,257907,311009,568916
73,2014,294134,348255,642389,292337,346553,638890,285869,341772,627641,266317,320479,586796,251240,306987,558227,259341,318016,577357
74,2014,284585,341565,626150,278178,336737,614915,259553,316296,575849,244233,302571,546804,252049,313406,565455,246093,309203,555296
75,2014,270055,331186,601241,251820,311125,562945,237140,297983,535123,244366,308260,552626,238282,304193,542475,233671,300445,534116
76,2014,243711,305376,549087,229025,292442,521467,236452,302676,539128,230152,298435,528587,225328,294627,519955,218239,291121,509360
77,2014,220598,286405,507003,227563,296314,523877,221687,292181,513868,216719,288418,505137,209318,284433,493751,211311,289745,501056
78,2014,218284,289329,507613,212174,285070,497244,207810,281554,489364,200162,277061,477223,201448,282067,483515,209334,296385,505719
79,2014,202297,277333,479630,197850,273683,471533,190524,269405,459929,191492,273713,465205,198693,287443,486136,181457,266101,447558
80,2014,187304,265009,452313,180034,260768,440802,181207,264941,446148,187170,277831,465001,171202,257051,428253,167825,257247,425072
81,2014,169272,251571,420843,170235,255072,425307,174754,267765,442519,160301,247053,407354,156783,247272,404055,157723,246769,404492
82,2014,158781,244531,403312,162554,256292,418846,149547,236652,386199,144963,236524,381487,146611,235851,382462,139637,231758,371395
83,2014,150477,244227,394704,137790,225089,362879,133558,225044,358602,132849,224073,356922,125872,219844,345716,122388,217665,340053
84,2014,126266,212887,339153,121692,212333,334025,117944,211647,329591,113902,206958,320860,110219,204448,314667,105589,202168,307757
85,2014,110172,199094,309266,106086,197679,303765,102648,193449,296097,99666,190600,290266,95379,188080,283459,92900,188729,281629
86,2014,94859,183266,278125,91117,178928,270045,89057,176259,265316,85790,173739,259529,83358,173747,257105,79806,174564,254370
87,2014,80117,164164,244281,77842,160835,238677,75568,158729,234297,74388,158557,232945,70011,158391,228402,68713,153863,222576
88,2014,67163,145744,212907,64975,142792,207767,64787,142577,207364,60837,140742,201579,59444,136290,195734,55639,132046,187685
89,2014,55318,127451,182769,54651,126324,180975,51941,122092,174033,50638,121334,171972,47648,117639,165287,31743,76933,108676
90,2014,45541,110823,156364,43102,106197,149299,42398,105576,147974,40285,102945,143230,26278,66724,93002,19486,50723,70209
91,2014,35120,91708,126828,34376,90055,124431,33288,88526,121814,21452,57204,78656,15826,43240,59066,16651,44873,61524
92,2014,27352,76257,103609,26385,73811,100196,17333,48310,65643,12581,36323,48904,13105,37600,50705,16225,46367,62592
93,2014,20601,60836,81437,13408,39462,52870,9992,30023,40015,10234,31168,41402,12546,37960,50506,15640,45585,61225
94,2014,10166,31669,41835,7537,23847,31384,7914,25347,33261,9555,30787,40342,11813,37162,48975,11878,36675,48553
95,2014,5485,18744,24229,5820,19690,25510,7250,24478,31728,8855,29881,38736,8798,29293,38091,8808,28132,36940
96,2014,4227,15148,19375,5138,18384,23522,6605,23467,30072,6392,23388,29780,6281,21805,28086,6057,21233,27290
97,2014,3562,13596,17158,4490,17149,21639,4745,18051,22796,4411,16894,21305,4264,15939,20203,3764,14415,18179
98,2014,2994,12368,15362,3169,12956,16125,3132,12634,15766,2955,11785,14740,2539,10438,12977,2499,9850,12349
